Table.Name;Field.Name;DataType
Correspondent;crsp_BankId;String
Result;rslt_AlternateUnitNorm;String
rt_Index;rtix_Table;INT64
rt_Index;rtix_Name;String
rt_Index;rtix_Version;Positive integer
rt_Index;rtix_Id;INT64
MicroOrganism;morg_IsGroup;Logical
Isolation;isol_IsDoubleOf;INT64
w_BillingDocumentLine;bdln_MultipleRqstCharges;Logical
QCAudit;qcau_Id;INT64
QCAudit;qcau_Version;Positive integer
QCAudit;qcau_Population;INT64
QCAudit;qcau_StartDate;Date
QCAudit;qcau_EndDate;Date
QCAudit;qcau_ReviewUser;INT64
QCAudit;qcau_AuditDate;Date
QCAudit;qcau_ReviewNote;String
QCAudit;qcau_Deviation;String
QCAudit;qcau_Reviewed;Logical
Person;prsn_Soundex;String
PriceList;prcl_ExtensionMultiplier;Positive fractional
MicrobiologyAction;mcra_ConfirmationTime;DateTime
MicrobiologyAction;mcra_ConfirmationUser;INT64
MicrobiologyAction;mcra_ValidationTime;DateTime
MicrobiologyAction;mcra_ValidationUser;INT64
MicrobiologyAction;mcra_DiscontinuationTime;DateTime
MicrobiologyAction;mcra_DiscontinuationUser;INT64
gp_Service;svc_ProcessId;String
gp_License;lcns_Activator;String
gp_License;lcns_Resource;String
gp_License;lcns_Version;Positive integer
gp_License;lcns_CreationTime;DateTime
gp_License;lcns_CreationUser;INT64
gp_License;lcns_Id;INT64
gp_Service;svc_Port;String
MicroOrganism;morg_AutoAntibiogram;Logical
CorrespondentClass;crcl_ExternalId;String
Order;ord_Distance;Positive integer
Order;ord_Sampler;INT64
Order;ord_SamplingAddress;INT64
Person;prsn_Employer;INT64
Person;prsn_Externalization;String
Lot;lot_Externalization;String
Animal;anml_Externalization;String
UnknownObject;uobj_Externalization;String
QCLot;qcl_Externalization;String
Object;obj_Externalization;String
SpecificSite;ssit_PersonExternalization;INT64
SpecificSite;ssit_AnimalExternalization;INT64
SpecificSite;ssit_LotExternalization;INT64
SpecificSite;ssit_QCLotExternalization;INT64
SpecificSite;ssit_UnkExternalization;INT64
MicrobiologyAction;mcra_Severity;Positive integer
SpecificSite;ssit_LotInternalId;INT64
WestgardCheckTemplate;wgct_OneResultPerDay;Logical
TrendCheckTemplate;trct_OneResultPerDay;Logical
AssessmentMethod;amtd_QCConfirmSeverity;Positive integer
AssessmentMethod;amtd_QCWarningSeverity;Positive integer
WorkListTemplate;wlt_ShowAllColumns;Logical
MaterialDescription;ml18_Id;INT64
PropertyDescription;ml27_Id;INT64
PropertyClassificNodeLabel;ml54_Id;INT64
OrderAppraisal;ml55_Id;INT64
SpecimenExternalComment;ml59_Id;INT64
VATCodeDescription;ml62_Id;INT64
BillingCodxtrnalDscripti;ml63_Id;INT64
DiscountCodxtrnalDscripti;ml64_Id;INT64
gp_TextText;ml41_Id;INT64
CountryName;ml68_Id;INT64
um_OptionLabel;ml45_Id;INT64
um_ToolBarButtonLabel;ml46_Id;INT64
um_ToolBarButtonHelpText;ml47_Id;INT64
AntibioticDescription;ml82_Id;INT64
MatrialVariablChoicValu;ml86_Id;INT64
BloodProductDescription;ml95_Id;INT64
MicroOrganismDescription;ml96_Id;INT64
MicrobiolProcdurDscripti;ml97_Id;INT64
ObjectAttributeDescription;ml98_Id;INT64
UnitDescription;ml99_Id;INT64
RportTmplatMatrialHadr;ml10_Id;INT64
ReportTemplateUnitHeader;ml11_Id;INT64
ReportTemplateNormHeader;ml12_Id;INT64
ReportTemplateActionHeader;ml13_Id;INT64
ReportTemplateSOPheader;ml14_Id;INT64
RportTmplatDscriptiHadr;ml15_Id;INT64
IsolationAppraisalText;ml16_Id;INT64
CorrespondClassDescriptio;ml25_Id;INT64
ReportTemplateValueHeader1;ml22_Id;INT64
RportTmplatValidatorHadr;ml01_Id;INT64
RportTmpltShortProprtyHdr;ml02_Id;INT64
RportTmplatShortValuHadr;ml03_Id;INT64
DiscountGroupDescription;ml04_Id;INT64
Invoice;inv_OrderSet;INT64
BloodBag;bbag_TransfusionInterrupt;Logical
QCPopulation;qcp_LastUpdateUser;INT64
QCPopulation;qcp_LastUpdateTime;DateTime
InvoiceGroupingType;igt_AllowMixedFinanceType;Logical
Company;cmpn_Id;INT64
Company;cmpn_CreationUser;INT64
Company;cmpn_CreationTime;DateTime
Company;cmpn_LastUpdateUser;INT64
Company;cmpn_LastUpdateTime;DateTime
Company;cmpn_Version;Positive integer
Company;cmpn_Mnemonic;Mnemonic
Company;cmpn_Name;String
Company;cmpn_Correspondent;INT64
Bank;bnk_Id;INT64
Bank;bnk_CreationUser;INT64
Bank;bnk_CreationTime;DateTime
Bank;bnk_LastUpdateUser;INT64
Bank;bnk_LastUpdateTime;DateTime
Bank;bnk_Version;Positive integer
Bank;bnk_Mnemonic;Mnemonic
Bank;bnk_Name;String
Bank;bnk_Correspondent;INT64
rt_MessageText;rtmt_Id;INT64
MicroOrganismTestInput;moti_Id;INT64
MicroOrganismTestInput;moti_CreationUser;INT64
MicroOrganismTestInput;moti_CreationTime;DateTime
MicroOrganismTestInput;moti_LastUpdateUser;INT64
MicroOrganismTestInput;moti_LastUpdateTime;DateTime
MicroOrganismTestInput;moti_Version;Positive integer
MicroOrganismTestInput;moti_ProcedureInput;INT64
MicroOrganismTestInput;moti_MicroOrganismTest;INT64
ReportTemplate;rptp_SOPRowLabel;String
ReportTemplate;rptp_ValidatorRowLabel;String
ReportTemplate;rptp_SOPRowMask;String
Correspondent;crsp_UnitPreference;Enumerated
SpecificSite;ssit_ReportProperty;INT64
SpecificSite;ssit_ReportMispl;INT64
ReimbursementClass;rbcl_Type;Enumerated
WorkListTemplate;wlt_OrderLabel;INT64
BillingDocumentOutPrint;bdop_DocNo;String
SpecificSite;ssit_PayaExpansion;INT64
AssessmentMethod;amtd_QualityReset;Enumerated
w_QuarterlyBillingStat;qbs_SubContrInvoiceCount;Positive integer
SpecificSite;ssit_PersonComparator;INT64
Order;ord_IssuerInfo;String
MicrobiologyAction;mcra_DiscontinuationReason;String
MicrobiologyProcedure;mcrp_ShowReviewDates;Logical
ReportTemplate;rptp_IsolationCommentText;INT64
ReportTemplate;rptp_AntibioticResultMISPL;INT64
Result;rslt_ConfirmationMethod;Enumerated
Result;rslt_ValidationMethod;Enumerated
DepartmentGroup;dptg_Id;INT64
DepartmentGroup;dptg_CreationUser;INT64
DepartmentGroup;dptg_CreationTime;DateTime
DepartmentGroup;dptg_LastUpdateUser;INT64
DepartmentGroup;dptg_LastUpdateTime;DateTime
DepartmentGroup;dptg_Version;Positive integer
DepartmentGroup;dptg_Mnemonic;Mnemonic
DepartmentGroup;dptg_Name;String
Department;dept_Group;INT64
DepartmentGroup;dptg_InternalShieldLevel;Integer
Reagent;rgt_Id;INT64
Reagent;rgt_CreationUser;INT64
Reagent;rgt_CreationTime;DateTime
Reagent;rgt_LastUpdateUser;INT64
Reagent;rgt_LastUpdateTime;DateTime
Reagent;rgt_Version;Positive integer
Reagent;rgt_Code;String
Reagent;rgt_Name;String
Reagent;rgt_Supplier;INT64
ReagentLot;rgtl_Id;INT64
ReagentLot;rgtl_CreationUser;INT64
ReagentLot;rgtl_CreationTime;DateTime
ReagentLot;rgtl_LastUpdateUser;INT64
ReagentLot;rgtl_LastUpdateTime;DateTime
ReagentLot;rgtl_Version;Positive integer
ReagentLot;rgtl_Reagent;INT64
ReagentLot;rgtl_LotNumber;String
ReagentLot;rgtl_ProductionDate;Date
ReagentLot;rgtl_ExpirationDate;Date
ReagentLot;rgtl_Comment;String
ReagentUsage;rgtu_Id;INT64
ReagentUsage;rgtu_CreationUser;INT64
ReagentUsage;rgtu_CreationTime;DateTime
ReagentUsage;rgtu_LastUpdateUser;INT64
ReagentUsage;rgtu_LastUpdateTime;DateTime
ReagentUsage;rgtu_Version;Positive integer
ReagentUsage;rgtu_ReagentLot;INT64
ReagentUsage;rgtu_AssessmentMethod;INT64
ReagentUsage;rgtu_Station;INT64
BloodProduct;blpr_Autology;Logical
w_ExternalPatient;extp_SeqNo;Positive integer
w_ExternalPatient;extp_LastName;String
w_ExternalPatient;extp_FirstName;String
w_ExternalPatient;extp_MiddleName;String
w_ExternalPatient;extp_Title;String
w_ExternalPatient;extp_BirthDate;Date
w_ExternalPatient;extp_BirthDateStatus;Enumerated
w_ExternalPatient;extp_HasTwin;Logical
w_ExternalPatient;extp_Sex;Enumerated
w_ExternalPatient;extp_SpouseLastName;String
w_ExternalPatient;extp_Translator;INT64
w_ExternalPatient;extp_BirthPlace;String
w_ExternalPatient;extp_AddressLine1;String
w_ExternalPatient;extp_AddressLine2;String
w_ExternalPatient;extp_Municipality;INT64
w_ExternalPatient;extp_Person;INT64
Norm;norm_ReportText;INT64
Station;stn_PatientIdentification;Enumerated
w_ExternalPaymentAgreement;expa_SeqNo;Positive integer
w_ExternalPaymentAgreement;expa_Translator;INT64
SpecificSite;ssit_PayaDetermination;INT64
SpecificSite;ssit_DoubleCross;Logical
w_ExternalPaymentAgreement;expa_Party;INT64
w_ExternalPaymentAgreement;expa_Order;INT64
w_ExternalPaymentAgreement;expa_SpecificSite;INT64
gp_Site;gsit_PromptForQuery;Enumerated
gp_Site;gsit_CacheMenus;Logical
BloodProductOrderAdvice;bpoa_DepartMent;INT64
SpecificSite;ssit_BagDepartmentSplit;Logical
Result;rslt_Order;INT64
Result;rslt_Urgency;Site Enumerated
Result;rslt_HasRequestComment;Logical
MicrobiologyAction;mcra_Order;INT64
MicrobiologyAction;mcra_Urgency;Site Enumerated
BloodSelection;bsel_Order;INT64
BloodSelection;bsel_Urgency;Site Enumerated
Result;rslt_HasDuplicate;Logical
Result;rslt_Original;INT64
Result;rslt_IsDuplicate;Logical
Request;rqst_Result;INT64
Request;rqst_Specimen;INT64
Request;rqst_BloodSelection;INT64
Request;rqst_MicrobiologyAction;INT64
w_ExternalPaymentAgreement;expa_ContainerParty;INT64
w_ExternalPaymentAgreement;expa_OverloadList;String
AntibioticResult;abrs_MICRawValue;String
um_ToolbarButton;tbbt_FunctionParameterSet;Positive integer
gp_Translator;trl_ProcessId;String
gp_Translator;trl_TimeOut;Positive integer
gp_Translator;trl_Port;String
gp_Translator;trl_Host;String
gp_Translator;trl_Description;String
gp_Translator;trl_Version;Positive integer
gp_Translator;trl_LastUpdateTime;DateTime
gp_Translator;trl_LastUpdateUser;INT64
gp_Translator;trl_CreationTime;DateTime
gp_Translator;trl_CreationUser;INT64
gp_Translator;trl_SeqNo;Positive integer
gp_Translator;trl_Name;Mnemonic
gp_Translator;trl_Id;INT64
w_ExternalPatient;extp_PaymentAgreementList;String
Isolation;isol_AuditTrail;String
Medium;mdm_SeqNo;Positive integer
QCPopulation;qcp_AccuracyLowLimit;Fractional
QCPopulation;qcp_AccuracyHighLimit;Fractional
w_Patient;pat_Id;INT64
w_Patient;pat_InternalId;String
w_Patient;pat_LastName;String
w_Patient;pat_FirstName;String
w_Patient;pat_MiddleName;String
w_Patient;pat_SpouseLastName;String
w_Patient;pat_MotherInternalId;String
w_Patient;pat_MotherLastName;String
w_Patient;pat_MotherFirstName;String
w_Patient;pat_MotherMiddleName;String
w_Patient;pat_BirthDate;String
w_Patient;pat_Sex;String
w_Patient;pat_HasTwin;String
w_Patient;pat_Deceased;String
w_Patient;pat_DeceaseTime;String
w_Patient;pat_AddressLine1;String
w_Patient;pat_AddressLine2;String
w_Patient;pat_MunicipalityName;String
w_Patient;pat_MunicipalityPostalCode;String
w_Patient;pat_CountryCode;String
w_Patient;pat_LanguageCode;String
w_Patient;pat_Object;INT64
w_Patient;pat_Person;INT64
w_Patient;pat_Correspondent;INT64
w_Patient;pat_Mother;INT64
w_Patient;pat_FamilyDoctor;INT64
w_Patient;pat_Employer;INT64
StationRun;srun_Id;INT64
StationRun;srun_CreationUser;INT64
StationRun;srun_CreationTime;DateTime
StationRun;srun_LastUpdateUser;INT64
StationRun;srun_LastUpdateTime;DateTime
StationRun;srun_Version;Positive integer
StationRun;srun_AssessmentMethod;INT64
StationRun;srun_StartTime;DateTime
StationRun;srun_EndTime;DateTime
StationRun;srun_Action;Enumerated
StationRun;srun_ActionMotivation;String
StationRun;srun_Station;INT64
w_Visit;vst_Id;INT64
w_Visit;vst_Stay;INT64
w_Visit;vst_ExternalId;String
w_Visit;vst_Type;String
w_Visit;vst_Encounter;INT64
w_Visit;vst_Ward;String
w_Visit;vst_Room;String
w_Visit;vst_AttendingDoctor;INT64
w_Visit;vst_EncounterStartTime;String
w_Visit;vst_EncounterEndTime;String
w_Visit;vst_StayStartTime;String
w_Visit;vst_StayEndTime;String
w_Order;ordr_Id;INT64
w_Order;ordr_InternalId;String
w_Order;ordr_IssuerInternalId;String
w_Order;ordr_IssuerLastName;String
w_Order;ordr_AgentInternalId;String
w_Order;ordr_Order;INT64
w_Order;ordr_Issuer;INT64
w_Order;ordr_Agent;INT64
w_Request;wrq_Id;INT64
w_Request;wrq_Order;INT64
w_Result;orsl_Id;INT64
w_Order;ordr_IssuerFirstName;String
w_Request;wrq_RequestableMnemonic;String
w_Request;wrq_Request;INT64
w_Result;orsl_Comment;String
w_Result;orsl_Mnemonic;String
w_Result;orsl_Value;String
w_Result;orsl_Description;String
w_Result;orsl_UnitName;String
w_Result;orsl_UnitDescription;String
w_Result;orsl_Reference;String
w_Result;orsl_Flags;String
w_Result;orsl_Status;String
w_Result;orsl_ObjectTime;String
w_Result;orsl_Request;INT64
w_Result;orsl_Result;INT64
StationRun;srun_InternalId;String
SpecificSite;ssit_DatabaseInEuro;Logical
BillingDocumentTemplate;bdtp_InvoiceSorting;INT64
BillingDocumentTemplate;bdtp_InvoiceSummarySorting;INT64
BillingDocumentTemplate;bdtp_FshpSorting;INT64
SpecificSite;ssit_EuroSupport;Logical
SpecificSite;ssit_EuroCurrency;Enumerated
BillingDocumentTemplate;bdtp_OrderSorting;INT64
QCMaterial;qcmt_Label;INT64
BloodBag;bbag_PreparationTime;DateTime
PropertyClassificationNode;pcln_Reportable;Enumerated
Property;prop_Visible;Enumerated
DeltaNorm;dnrm_MaterialRestricted;Logical
PropertyClassificationNode;pcln_KeepLinesTogether;Logical
PropertyClassificationNode;pcln_KeepWithNext;Logical
PropertyClassificationNode;pcln_WidowOrphanControl;Logical
gp_License;lcns_DemoPeriod;Positive integer
QCPopulation;qcp_Active;Logical
ReportTemplate;rptp_Body;INT64
w_Result;orsl_Order;INT64
w_Result;orsl_OrderInternalId;String
w_Result;orsl_Urgency;String
w_Result;orsl_LowLimit;String
w_Result;orsl_HighLimit;String
w_Result;orsl_New;Logical
w_Result;orsl_Correction;Logical
w_Result;orsl_Mark;String
w_Result;orsl_Type;Enumerated
w_Result;orsl_Isolation;INT64
w_Result;orsl_AntibioticResult;INT64
Person;prsn_SpouseSoundex;String
w_Result;orsl_Antibiotic;INT64
SpecificSite;ssit_Soundex;String
DefaultReport;dfrp_StartDate;Date
DefaultReport;dfrp_Active;Logical
w_Result;orsl_SubId;Positive integer
DefaultReport;dfrp_TargetSpecific;Logical
Order;ord_ReportCopyReceiver;INT64
gp_Service;svc_AutoStart;Logical
gp_Service;svc_Type;Enumerated
gp_Translator;trl_SpecificOptions;String
gp_Translator;trl_LogFileMaxSize;Positive integer
gp_Translator;trl_LogFileKeepUnit;Enumerated
gp_Translator;trl_LogFileKeep;Positive integer
gp_Translator;trl_LogFileRefreshUnit;Enumerated
gp_Translator;trl_LogFileRefresh;Positive integer
gp_Translator;trl_LogVerbosity;Enumerated
gp_Translator;trl_AutoStart;Logical
Station;stn_LastScannedRack;Positive integer
Station;stn_LastScannedPosition;Positive integer
w_BillingAssessment;ba_NetAmount;Fractional
Report;rprt_TargetSpecific;Logical
Isolation;isol_AntibiogramResult;INT64
Antibiotic;ab_LowerMICLimit;Positive fractional
Antibiotic;ab_HigherMICLimit;Positive fractional
ReportPage;rprp_Id;INT64
ReportPage;rprp_CreationUser;INT64
ReportPage;rprp_CreationTime;DateTime
ReportPage;rprp_LastUpdateUser;INT64
ReportPage;rprp_LastUpdateTime;DateTime
ReportPage;rprp_Version;Positive integer
ReportPage;rprp_Group;INT64
ReportPage;rprp_SeqNo;Positive integer
ReportPage;rprp_StartTime;DateTime
ReportPage;rprp_EndTime;DateTime
ReportColumn;rprc_Id;INT64
ReportColumn;rprc_CreationUser;INT64
ReportColumn;rprc_CreationTime;DateTime
ReportColumn;rprc_LastUpdateUser;INT64
ReportColumn;rprc_LastUpdateTime;DateTime
ReportColumn;rprc_Version;Positive integer
ReportColumn;rprc_SeqNo;Positive integer
ReportColumn;rprc_Page;INT64
ReportColumn;rprc_Specimen;INT64
ReportColumn;rprc_Order;INT64
ReportColumn;rprc_Object;INT64
ReportColumn;rprc_ObjectTime;DateTime
ReportGroup;rprg_Id;INT64
ReportGroup;rprg_CreationUser;INT64
ReportGroup;rprg_CreationTime;DateTime
ReportGroup;rprg_LastUpdateUser;INT64
ReportGroup;rprg_LastUpdateTime;DateTime
ReportGroup;rprg_Version;Positive integer
w_StatisticsHeader;stts_PeriodBegin;String
Infection;ifc_Id;INT64
Infection;ifc_CreationUser;INT64
Infection;ifc_CreationTime;DateTime
Infection;ifc_LastUpdateUser;INT64
Infection;ifc_LastUpdateTime;DateTime
Infection;ifc_Version;Positive integer
HospitalInfection;hifc_Id;INT64
HospitalInfection;hifc_CreationUser;INT64
HospitalInfection;hifc_CreationTime;DateTime
HospitalInfection;hifc_LastUpdateUser;INT64
HospitalInfection;hifc_LastUpdateTime;DateTime
HospitalInfection;hifc_Version;Positive integer
Infection;ifc_HospitalInfection;INT64
Isolation;isol_Infection;INT64
Infection;ifc_MicroOrganism;INT64
Infection;ifc_Object;INT64
Infection;ifc_FirstSamplingTime;DateTime
Infection;ifc_LastSamplingTime;DateTime
HospitalInfection;hifc_Microorganism;INT64
HospitalInfection;hifc_FirstSamplingTime;DateTime
HospitalInfection;hifc_LastSamplingTime;DateTime
gp_SiteAttribute;satt_DataType;Enumerated
Antibiotic;ab_ExternalFootNote;String
WorkListTemplate;wlt_GridPageHeader;INT64
WorkListTemplate;wlt_OutlineFirstPageHeader;INT64
WorkListTemplate;wlt_OutlinePageHeader;INT64
WorkListTemplate;wlt_GridTrailer;INT64
WorkListTemplate;wlt_OutlineTrailer;INT64
InvoiceSummary;invs_TotalDiscount;Fractional
w_StatisticsHeader;stts_PeriodEnd;String
w_StatisticsHeader;stts_Selection;String
w_StatisticsHeader;stts_Contents;String
w_StatisticsHeader;stts_TableSubject;String
lg_Entry;lge_Record;INT64
PriceList;prcl_SyncNomenclatureCodes;Logical
DiscountGroup;dsgr_Account;INT64
MaterialVariable;matv_AutoPrompt;Logical
Material;mat_LabelSeqNo;Positive integer
Correspondent;crsp_UnpaidAmount;Fractional
Station;stn_UrgencyLevelCodes;String
Provision;prov_Purpose;Enumerated
StationRun;srun_ActionUser;INT64
PriceList;prcl_ExternalId;String
HCProvider;hcpr_Signature;String
Procedure;proc_Responsible;INT64
w_Delivery;dlvr_Validator;Positive integer
w_Delivery;dlvr_ValidatorResponsible;INT64
StationRun;srun_ActionTime;DateTime
Lab;lab_ValidatorIsExecutor;Logical
Lab;lab_ConfirmExecutor;Logical
SpecimenAudit;spau_User;INT64
SpecimenAudit;spau_EventTime;DateTime
Result;rslt_Log;String
Result;rslt_FirstReportTime;DateTime
Result;rslt_LastReportTime;DateTime
EmployeeAssignment;empa_Id;INT64
EmployeeAssignment;empa_CreationUser;INT64
EmployeeAssignment;empa_CreationTime;DateTime
EmployeeAssignment;empa_LastUpdateUser;INT64
EmployeeAssignment;empa_LastUpdateTime;DateTime
EmployeeAssignment;empa_Version;Positive integer
EmployeeAssignment;empa_User;INT64
EmployeeAssignment;empa_Active;Logical
gp_SiteAttribute;satt_ValueList;String
Result;rslt_Department;INT64
EmployeeAssignment;empa_SeqNo;Positive integer
Specimen;spmn_ReceiptMethod;Enumerated
SpecificSite;ssit_PrescrTimeOffSet;Positive integer
Result;rslt_DisplayLog;String
Order;ord_HasFixedSpecimens;Logical
w_Delivery;dlvr_Template;INT64
w_Delivery;dlvr_OptionalPanelMember;Logical
Result;rslt_ModificationMethod;Enumerated
ReportTemplate;rptp_ExternTemplateWindows;String
w_QuarterlyBillingStat;qbs_OrderCount;Positive integer
w_QuarterlyBillingStat;qbs_SubContrOrderCount;Positive integer
w_QuarterlyBillingStat;qbs_ExecutionStartDate;Date
w_QuarterlyBillingStat;qbs_ExecutionEndDate;Date
bt_SchedulerAssignment;scas_TaskScheduler;INT64
bt_SchedulerAssignment;scas_Command;INT64
bt_SchedulerAssignment;scas_Version;Positive integer
bt_SchedulerAssignment;scas_LastUpdateTime;DateTime
bt_SchedulerAssignment;scas_LastUpdateUser;INT64
bt_SchedulerAssignment;scas_CreationTime;DateTime
bt_SchedulerAssignment;scas_CreationUser;INT64
bt_SchedulerAssignment;scas_Id;INT64
gp_Service;svc_Host;String
AntibioticResult;abrs_AuditTrail;String
PropertyWeight;prpw_Id;INT64
PropertyWeight;prpw_CreationUser;INT64
PropertyWeight;prpw_CreationTime;DateTime
PropertyWeight;prpw_LastUpdateUser;INT64
PropertyWeight;prpw_LastUpdateTime;DateTime
PropertyWeight;prpw_Version;Positive integer
PropertyWeight;prpw_Property;INT64
PropertyWeight;prpw_Value;Positive fractional
PropertyWeight;prpw_StartDate;Date
PropertyWeight;prpw_EndDate;Date
ReportTemplate;rptp_Generator;Enumerated
PanelRequestable;pnrb_AcceptSharedMembers;Logical
DefaultReport;dfrp_Usage;Enumerated
PersonRelation;prel_Id;INT64
PersonRelation;prel_CreationUser;INT64
PersonRelation;prel_CreationTime;DateTime
PersonRelation;prel_LastUpdateUser;INT64
PersonRelation;prel_LastUpdateTime;DateTime
PersonRelation;prel_Version;Positive integer
PersonRelation;prel_Person;INT64
PersonRelation;prel_Type;Enumerated
PersonRelation;prel_OtherPerson;INT64
PersonRelation;prel_Comment;String
ReagentUsage;rgtu_Comment;String
w_Result;orsl_Dynamic;Logical
SpecimenAudit;spau_NeedsChecking;Logical
SpecimenAudit;spau_LastOutputTime;DateTime
SpecificSite;ssit_AuditSpecimenStsCh;Logical
Result;rslt_NeedsManualConfirm;Logical
Isolation;isol_InfectionUpdateMode;Enumerated
