Table.Name;Field.Name;DataType
UnknownObject;uobj_Sex;Enumerated
rp_Printer;rpp_UnixPath;String
Specimen;spmn_ArchiveLocation;String
SortingZone;srtz_ExpectsSortResult;Logical
SpecimenSortingTarget;sst_ExplicitQueryOnly;Logical
SortingZone;srtz_SortResultSeverity;Positive integer
SpecificSite;ssit_StckFormPrinter;INT64
Department;dept_StckFormPrinter;INT64
SpecificSite;ssit_OrderActivationHeader;INT64
SpecificSite;ssit_PathAddedMisplColumn;INT64
SpecificSite;ssit_PathologyBrowserText2;INT64
gp_Site;gsit_WatchdogSendTSMessage;Logical
ReportTemplate;rptp_ExternTemplateUnix;String
Station;stn_SamplingLocation;Enumerated
Station;stn_SamplingAddress;INT64
ResultCode;rstc_QCSeverity;Positive integer
ResultCode;rstc_QCComment;INT64
ProductUsage;pdus_Substock;INT64
gp_Site;gsit_WatchdogImailEnable;Logical
SpecificSite;ssit_CPLTReportTmplUX;String
SpecificSite;ssit_PFUReportTmplWIN;String
SpecificSite;ssit_PFUReportTmplUX;String
SpecificSite;ssit_CPLTReportTmplWIN;String
SpecificSite;ssit_PSCMReportTmplWIN;String
SpecificSite;ssit_PSCMReportTmplUX;String
SpecificSite;ssit_QCPrintReportTmplWIN;String
SpecificSite;ssit_QCPrintReportTmplUX;String
Department;dept_CPLTReportTmplWIN;String
Department;dept_CPLTReportTmplUX;String
Department;dept_PSCMReportTmplWIN;String
Department;dept_PSCMReportTmplUX;String
Department;dept_QCPrintReportTmplWin;String
Department;dept_QCPrintReportTmplUX;String
Department;dept_PFUReportTmplWIN;String
Department;dept_PFUReportTmplUX;String
QCAudit;qcau_RMSDLowLimit;Fractional
QCAudit;qcau_RMSDHighLimit;Fractional
QCAudit;qcau_RMSDReferenceValue;Fractional
Department;dept_QCJournReportTmplWin;String
Department;dept_QCJournReportTmplUX;String
Department;dept_PFUMultReportTmplWin;String
Department;dept_PFUMultReportTmplUX;String
SpecificSite;ssit_QCJournReportTmplWin;String
SpecificSite;ssit_QCJournReportTmplUX;String
SpecificSite;ssit_PFUMultReportTmplWIN;String
SpecificSite;ssit_PFUMultReportTmplUX;String
Carrier;carr_ExternalId;String
MBQCTest;mqct_IncubationPeriod;Positive integer
rt_Function;rtfn_UsingQuery;INT64
PropertyClassificationNode;pcln_ReportPreviousResults;Enumerated
Material;mat_DeadDistributionSize;Positive fractional
um_RibbonGroup;rgrp_Version;Positive integer
um_RibbonGroup;rgrp_LastUpdateTime;DateTime
um_RibbonGroup;rgrp_LastUpdateUser;INT64
um_RibbonGroup;rgrp_CreationTime;DateTime
um_RibbonGroup;rgrp_CreationUser;INT64
um_RibbonGroup;rgrp_Sequence;Positive integer
um_RibbonGroup;rgrp_RibbonTab;INT64
um_RibbonGroup;rgrp_Mnemonic;Mnemonic
um_RibbonGroup;rgrp_Id;INT64
um_RibbonItem;ritm_Version;Positive integer
um_RibbonItem;ritm_LastUpdateTime;DateTime
um_RibbonItem;ritm_LastUpdateUser;INT64
um_RibbonItem;ritm_CreationTime;DateTime
um_RibbonItem;ritm_CreationUser;INT64
um_RibbonItem;ritm_Tool;INT64
um_RibbonItem;ritm_PreferredSize;Enumerated
um_RibbonItem;ritm_Sequence;Positive integer
um_RibbonItem;ritm_RibbonGroup;INT64
um_RibbonItem;ritm_Id;INT64
um_RibbonTab;rtab_Version;Positive integer
um_RibbonTab;rtab_LastUpdateTime;DateTime
um_RibbonTab;rtab_LastUpdateUser;INT64
um_RibbonTab;rtab_CreationTime;DateTime
um_RibbonTab;rtab_CreationUser;INT64
um_RibbonTab;rtab_Mnemonic;Mnemonic
um_RibbonTab;rtab_Id;INT64
um_SidebarGroup;sbgr_Version;Positive integer
um_SidebarGroup;sbgr_LastUpdateTime;DateTime
um_SidebarGroup;sbgr_LastUpdateUser;INT64
um_SidebarGroup;sbgr_CreationTime;DateTime
um_SidebarGroup;sbgr_CreationUser;INT64
um_SidebarGroup;sbgr_Sequence;Positive integer
um_SidebarGroup;sbgr_Mnemonic;Mnemonic
um_SidebarGroup;sbgr_Id;INT64
um_SidebarItem;sbit_Version;Positive integer
um_SidebarItem;sbit_LastUpdateTime;DateTime
um_SidebarItem;sbit_LastUpdateUser;INT64
um_SidebarItem;sbit_CreationTime;DateTime
um_SidebarItem;sbit_CreationUser;INT64
um_SidebarItem;sbit_Tool;INT64
um_SidebarItem;sbit_Sequence;Positive integer
um_SidebarItem;sbit_SidebarGroup;INT64
um_SidebarItem;sbit_Id;INT64
um_Tool;tool_Version;Positive integer
um_Tool;tool_LastUpdateTime;DateTime
um_Tool;tool_LastUpdateUser;INT64
um_Tool;tool_CreationTime;DateTime
um_Tool;tool_CreationUser;INT64
um_Tool;tool_Layout;INT64
um_Tool;tool_QueryParameterSet;INT64
um_Tool;tool_Query;INT64
um_Tool;tool_FunctionParameterSet;INT64
um_Tool;tool_Function;INT64
um_Tool;tool_Table;INT64
um_Tool;tool_LargeIcon;String
um_Tool;tool_SmallIcon;String
um_Tool;tool_Mnemonic;Mnemonic
um_Tool;tool_Id;INT64
um_ToolLayout;tllt_Version;Positive integer
um_ToolLayout;tllt_LastUpdateTime;DateTime
um_ToolLayout;tllt_LastUpdateUser;INT64
um_ToolLayout;tllt_CreationTime;DateTime
um_ToolLayout;tllt_CreationUser;INT64
um_ToolLayout;tllt_Mnemonic;Mnemonic
um_ToolLayout;tllt_Id;INT64
um_RibbonGroupLabel;ml34_Version;Positive integer
um_RibbonGroupLabel;ml34_Translation;String
um_RibbonGroupLabel;ml34_Language;INT64
um_RibbonGroupLabel;ml34_Label;INT64
um_RibbonGroupLabel;ml34_Id;INT64
um_RibbonTabLabel;ml33_Version;Positive integer
um_RibbonTabLabel;ml33_Translation;String
um_RibbonTabLabel;ml33_Language;INT64
um_RibbonTabLabel;ml33_Label;INT64
um_RibbonTabLabel;ml33_Id;INT64
um_SidebarGroupLabel;ml35_Version;Positive integer
um_SidebarGroupLabel;ml35_Translation;String
um_SidebarGroupLabel;ml35_Language;INT64
um_SidebarGroupLabel;ml35_Label;INT64
um_SidebarGroupLabel;ml35_Id;INT64
um_SidebarGroupToolTip;ml36_Version;Positive integer
um_SidebarGroupToolTip;ml36_Translation;String
um_SidebarGroupToolTip;ml36_Language;INT64
um_SidebarGroupToolTip;ml36_ToolTip;INT64
um_SidebarGroupToolTip;ml36_Id;INT64
um_ToolLabel;ml31_Version;Positive integer
um_ToolLabel;ml31_Translation;String
um_ToolLabel;ml31_Language;INT64
um_ToolLabel;ml31_Label;INT64
um_ToolLabel;ml31_Id;INT64
um_ToolToolTip;ml32_Version;Positive integer
um_ToolToolTip;ml32_Translation;String
um_ToolToolTip;ml32_Language;INT64
um_ToolToolTip;ml32_ToolTip;INT64
um_ToolToolTip;ml32_Id;INT64
um_RibbonGroup;rgrp_Label;String
um_RibbonTab;rtab_Label;String
um_SidebarGroup;sbgr_ToolTip;String
um_SidebarGroup;sbgr_Label;String
um_Tool;tool_ToolTip;String
um_Tool;tool_Label;String
QCPopulation;qcp_StatisticsStartTime;DateTime
um_RibbonItem;ritm_Parent;INT64
um_RibbonItemLabel;ml39_Version;Positive integer
um_RibbonItemLabel;ml39_Translation;String
um_RibbonItemLabel;ml39_Language;INT64
um_RibbonItemLabel;ml39_Label;INT64
um_RibbonItemLabel;ml39_Id;INT64
um_RibbonItemTooltip;ml40_Version;Positive integer
um_RibbonItemTooltip;ml40_Translation;String
um_RibbonItemTooltip;ml40_Language;INT64
um_RibbonItemTooltip;ml40_Tooltip;INT64
um_RibbonItemTooltip;ml40_Id;INT64
um_RibbonTab;rtab_Table;INT64
um_SidebarItemLabel;ml50_Version;Positive integer
um_SidebarItemLabel;ml50_Translation;String
um_SidebarItemLabel;ml50_Language;INT64
um_SidebarItemLabel;ml50_Label;INT64
um_SidebarItemLabel;ml50_Id;INT64
um_SidebarItemTooltip;ml52_Version;Positive integer
um_SidebarItemTooltip;ml52_Translation;String
um_SidebarItemTooltip;ml52_Language;INT64
um_SidebarItemTooltip;ml52_Tooltip;INT64
um_SidebarItemTooltip;ml52_Id;INT64
Result;rslt_MeasurementStarted;DateTime
Result;rslt_MeasurementCompleted;DateTime
Station;stn_StoreVerifierId;Logical
um_RibbonItem;ritm_Tooltip;String
um_RibbonItem;ritm_Label;String
um_SidebarItem;sbit_Tooltip;String
um_SidebarItem;sbit_Label;String
QCPopulation;qcp_StatisticsEndTime;DateTime
QCPopulation;qcp_Grubbs;Logical
QCPopulation;qcp_GrubbsProbability;Enumerated
QCPopulation;qcp_GrubbsMinimalValues;Positive integer
Result;rslt_IsOutlier;Logical
Result;rslt_OutlierInfo;String
Station;stn_ResultStartTimeLookup;Logical
Station;stn_ResultComplTimeLookup;Logical
ProcedureData;prcd_ExpandValue;Logical
StudyEpisode;stde_Id;INT64
StudyEpisode;stde_CreationUser;INT64
StudyEpisode;stde_CreationTime;DateTime
StudyEpisode;stde_LastUpdateUser;INT64
StudyEpisode;stde_LastUpdateTime;DateTime
StudyEpisode;stde_Version;Positive integer
StudyEpisode;stde_Study;INT64
StudyEpisode;stde_Mnemonic;Mnemonic
StudyEpisode;stde_ExternalId;String
StudyEpisode;stde_StartDate;Date
StudyEpisode;stde_EndDate;Date
StudyEpisode;stde_Comment;String
Order;ord_StudyEpisode;INT64
ProcedureData;prcd_Scope;Enumerated
WorkListTemplate;wlt_OutlineTemplateUnix;String
WorkListTemplate;wlt_OutlineTemplateWindows;String
SpecificSite;ssit_BTFReportTmplWIN;String
SpecificSite;ssit_BTFReportTmplUX;String
Department;dept_BTFReportTmplWIN;String
Department;dept_BTFReportTmplUX;String
Department;dept_WLSTOutlineRptTmplUX;String
Department;dept_WLSTOutlineRptTmplWIN;String
SpecificSite;ssit_WLSTOutlineRptTmplUX;String
SpecificSite;ssit_WLSTOutlineRptTmplWIN;String
StationGroup;stg_Id;INT64
StationGroup;stg_CreationUser;INT64
StationGroup;stg_CreationTime;DateTime
StationGroup;stg_LastUpdateUser;INT64
StationGroup;stg_LastUpdateTime;DateTime
StationGroup;stg_Version;Positive integer
StationGroup;stg_Name;String
StationGroup;stg_Comment;String
Order;ord_FseInvoicing;Logical
SpecificSite;ssit_StckScanMethod;Enumerated
ReportTemplate;rptp_CommentInSeparateRow;Logical
ReportTemplate;rptp_LongValueColumnSpan;Logical
AssessmentMethod;amtd_MaximumDelay;Positive fractional
AssessmentMethod;amtd_MaxDelaySeverity;Positive integer
MBQCResult;mqcr_ReagentLot2;INT64
MBQCTest;mqct_Reagent2;INT64
SpecificSite;ssit_PropertyName;INT64
ReagentUsage;rgtu_LastSynchronisation;DateTime
w_WorkOrder;word_CreationTime;DateTime
SpecimenSortingTarget;sst_Exclusive;Logical
SortingZone;srtz_SortResultZoneMatch;Logical
ReagentUsage;rgtu_Manual;Logical
Result;rslt_SelectedResult;INT64
InvoiceSummary;invs_OriginalDueDate;Date
SpecificSite;ssit_PdfOwnerPassword;String
Correspondent;crsp_PdfUserPassword;String
Action;actn_ReadyTime;DateTime
AssessmentMethod;amtd_MAIntervalSize;Positive integer
AssessmentMethod;amtd_MABatchSize;Positive integer
AssessmentMethod;amtd_MAResultEvaluation;INT64
AssessmentMethod;amtd_MAValueCount;Positive integer
bt_Task;task_ExecutingSvcProcessId;String
SpecificSite;ssit_PCHOWordFormTmplUX;String
SpecificSite;ssit_PCHOWordFormTmplWIN;String
SpecificSite;ssit_PCHOPDFFormTmplUX;String
SpecificSite;ssit_PCHOPDFFormTmplWIN;String
Department;dept_PCHOWordFormTmplUX;String
Department;dept_PCHOWordFormTmplWIN;String
Department;dept_PCHOPDFFormTmplUX;String
Department;dept_PCHOPDFFormTmplWIN;String
SpecimenSortingTarget;sst_MinimalUrgency;Enumerated
gp_Site;gsit_HomePage;INT64
hp_DateTimeSection;hpds_Version;Positive integer
hp_DateTimeSection;hpds_LastUpdateTime;DateTime
hp_DateTimeSection;hpds_LastUpdateUser;INT64
hp_DateTimeSection;hpds_CreationTime;DateTime
hp_DateTimeSection;hpds_CreationUser;INT64
hp_DateTimeSection;hpds_DisplayType;Enumerated
hp_DateTimeSection;hpds_Section;INT64
hp_HomePage;hpge_Version;Positive integer
hp_HomePage;hpge_LastUpdateTime;DateTime
hp_HomePage;hpge_LastUpdateUser;INT64
hp_HomePage;hpge_CreationTime;DateTime
hp_HomePage;hpge_CreationUser;INT64
hp_HomePage;hpge_BackgroundImage;String
hp_HomePage;hpge_Mnemonic;Mnemonic
hp_HomePage;hpge_Id;INT64
hp_Section;hpsc_Version;Positive integer
hp_Section;hpsc_LastUpdateTime;DateTime
hp_Section;hpsc_LastUpdateUser;INT64
hp_Section;hpsc_CreationTime;DateTime
hp_Section;hpsc_CreationUser;INT64
hp_Section;hpsc_Right;Integer
hp_Section;hpsc_Bottom;Integer
hp_Section;hpsc_Left;Integer
hp_Section;hpsc_Top;Integer
hp_Section;hpsc_SectionType;Enumerated
hp_Section;hpsc_Mnemonic;Mnemonic
hp_Section;hpsc_HomePage;INT64
hp_Section;hpsc_Id;INT64
hp_Shortcut;hpsh_Version;Positive integer
hp_Shortcut;hpsh_LastUpdateTime;DateTime
hp_Shortcut;hpsh_LastUpdateUser;INT64
hp_Shortcut;hpsh_CreationTime;DateTime
hp_Shortcut;hpsh_CreationUser;INT64
hp_Shortcut;hpsh_Tool;INT64
hp_Shortcut;hpsh_Sequence;Positive integer
hp_Shortcut;hpsh_ShortcutSection;INT64
hp_Shortcut;hpsh_Id;INT64
hp_ShortcutSection;hpss_Version;Positive integer
hp_ShortcutSection;hpss_LastUpdateTime;DateTime
hp_ShortcutSection;hpss_LastUpdateUser;INT64
hp_ShortcutSection;hpss_CreationTime;DateTime
hp_ShortcutSection;hpss_CreationUser;INT64
hp_ShortcutSection;hpss_Section;INT64
hp_WebBrowserSection;hpbs_Version;Positive integer
hp_WebBrowserSection;hpbs_LastUpdateTime;DateTime
hp_WebBrowserSection;hpbs_LastUpdateUser;INT64
hp_WebBrowserSection;hpbs_CreationTime;DateTime
hp_WebBrowserSection;hpbs_CreationUser;INT64
hp_WebBrowserSection;hpbs_Url;String
hp_WebBrowserSection;hpbs_Section;INT64
sc_User;usr_HomePage;INT64
hp_HomePageDescription;mm01_Description;INT64
hp_HomePageDescription;mm01_Id;INT64
hp_SectionDescription;mm02_Version;Positive integer
hp_SectionDescription;mm02_Description;INT64
hp_SectionDescription;mm02_Id;INT64
hp_SectionLabel;mm03_Version;Positive integer
hp_SectionLabel;mm03_Translation;String
hp_SectionLabel;mm03_Language;INT64
hp_SectionLabel;mm03_Label;INT64
hp_SectionLabel;mm03_Id;INT64
hp_ShortcutLabel;mm04_Version;Positive integer
hp_ShortcutLabel;mm04_Translation;String
hp_ShortcutLabel;mm04_Language;INT64
hp_ShortcutLabel;mm04_Label;INT64
hp_ShortcutLabel;mm04_Id;INT64
hp_ShortcutTooltip;mm05_Version;Positive integer
hp_ShortcutTooltip;mm05_Translation;String
hp_ShortcutTooltip;mm05_Language;INT64
hp_ShortcutTooltip;mm05_Tooltip;INT64
hp_ShortcutTooltip;mm05_Id;INT64
hp_HomePage;hpge_Description;String
hp_Section;hpsc_Label;String
hp_Section;hpsc_Description;String
hp_Shortcut;hpsh_Tooltip;String
hp_Shortcut;hpsh_Label;String
BloodProduct;blpr_NoCheckForPosAntigen;Logical
SpecimenSortingTarget;sst_WorkDoneDefinition;Enumerated
SpecimenSortingTarget;sst_UnfinishedWorkAction;Enumerated
SpecificSite;ssit_ExtendedAntigenList;Logical
um_SidebarGroup;sbgr_LargeIcon;String
um_SidebarGroup;sbgr_SmallIcon;String
QCPopulation;qcp_DeltaSDFactor;Positive fractional
QCPopulation;qcp_DeltaSDSeverity;Positive integer
ProductUsage;pdus_WarnThresholdFunction;INT64
Order;ord_Label1Printed;Logical
Order;ord_Label2Printed;Logical
um_Tool;tool_FunctionPathRefs;String
um_Tool;tool_FunctionPathName;String
SpecificSite;ssit_SelectValueAverage;Logical
SpecificSite;ssit_SelectValueResultSort;Enumerated
SpecificSite;ssit_TEaOrigins;String
SpecificSite;ssit_TargetValueOrigins;String
QCPopulation;qcp_MaximalVCSeverity;Positive integer
QCPopulation;qcp_MaximalSDFactor1;Positive fractional
QCPopulation;qcp_MaximalSDFactor2;Positive fractional
QCPopulation;qcp_MaximalSDSeverity1;Positive integer
QCPopulation;qcp_MaximalSDSeverity2;Positive integer
QCPopulation;qcp_TargetValueOrigin;Positive integer
QCPopulation;qcp_TgtValOriginInfo;String
QCPopulation;qcp_TEaOrigin;Positive integer
QCPopulation;qcp_MaximalBias;Positive fractional
QCPopulation;qcp_MaxBiasSeverity;Positive integer
Norm;norm_StudyEpisode;INT64
Request;rqst_PendingInfo;String
SpecificSite;ssit_PreferAvailableSpmn;Logical
SpecificSite;ssit_UseReferrals;Logical
SpecificSite;ssit_OrderPreCommitInTX;Logical
SpecificSite;ssit_FirstSpmnSyncRcptTime;Logical
SpecificSite;ssit_RunPropTrigWhenNoOutp;Logical
gp_DbVersion;dbv_SchemaVersion;Positive integer
gp_DbVersion;dbv_DatabaseName;String
gp_DbVersion;dbv_Version;Positive integer
gp_DbVersion;dbv_LastUpdateTime;DateTime
gp_DbVersion;dbv_LastUpdateUser;INT64
gp_DbVersion;dbv_CreationTime;DateTime
gp_DbVersion;dbv_CreationUser;INT64
gp_DbVersion;dbv_Id;INT64
hp_HomePage;hpge_BackgroundImagePos;Enumerated
um_QuickAccessToolbar;qatb_Ribbon;INT64
um_QuickAccessToolbar;qatb_User;INT64
um_QuickAccessToolbar;qatb_Version;Positive integer
um_QuickAccessToolbar;qatb_LastUpdateTime;DateTime
um_QuickAccessToolbar;qatb_LastUpdateUser;INT64
um_QuickAccessToolbar;qatb_CreationTime;DateTime
um_QuickAccessToolbar;qatb_CreationUser;INT64
um_QuickAccessToolbar;qatb_Id;INT64
um_QuickAccessToolbarGroup;qatg_RibbonGroup;INT64
um_QuickAccessToolbarGroup;qatg_QuickAccToolbarItem;INT64
um_QuickAccessToolbarGroup;qatg_Version;Positive integer
um_QuickAccessToolbarGroup;qatg_LastUpdateTime;DateTime
um_QuickAccessToolbarGroup;qatg_LastUpdateUser;INT64
um_QuickAccessToolbarGroup;qatg_CreationTime;DateTime
um_QuickAccessToolbarGroup;qatg_CreationUser;INT64
um_QuickAccessToolbarItem;qati_Sequence;Positive integer
um_QuickAccessToolbarItem;qati_Type;Enumerated
um_QuickAccessToolbarItem;qati_QuickAccessToolbar;INT64
um_QuickAccessToolbarItem;qati_Version;Positive integer
um_QuickAccessToolbarItem;qati_LastUpdateTime;DateTime
um_QuickAccessToolbarItem;qati_LastUpdateUser;INT64
um_QuickAccessToolbarItem;qati_CreationTime;DateTime
um_QuickAccessToolbarItem;qati_CreationUser;INT64
um_QuickAccessToolbarItem;qati_Id;INT64
um_Ribbon;rbbn_Version;Positive integer
um_Ribbon;rbbn_LastUpdateTime;DateTime
um_Ribbon;rbbn_LastUpdateUser;INT64
um_Ribbon;rbbn_CreationTime;DateTime
um_Ribbon;rbbn_CreationUser;INT64
um_Ribbon;rbbn_Mnemonic;Mnemonic
um_Ribbon;rbbn_Id;INT64
um_RibbonDescription;mm07_Version;Positive integer
um_RibbonDescription;mm07_Translation;String
um_RibbonDescription;mm07_Language;INT64
um_RibbonDescription;mm07_Description;INT64
um_RibbonDescription;mm07_Id;INT64
um_RibbonGroup;rgrp_DialogTool;INT64
um_RibbonGroup;rgrp_CollapsedIcon;String
um_Sidebar;sbar_Version;Positive integer
um_Sidebar;sbar_LastUpdateTime;DateTime
um_Sidebar;sbar_LastUpdateUser;INT64
um_Sidebar;sbar_CreationTime;DateTime
um_Sidebar;sbar_CreationUser;INT64
um_Sidebar;sbar_Mnemonic;Mnemonic
um_Sidebar;sbar_Id;INT64
um_SidebarDescription;mm06_Version;Positive integer
um_SidebarDescription;mm06_Translation;String
um_SidebarDescription;mm06_Language;INT64
um_SidebarDescription;mm06_Description;INT64
um_SidebarDescription;mm06_Id;INT64
um_Ribbon;rbbn_Description;String
um_Sidebar;sbar_Description;String
gp_SiteAttributeCategory;sact_Label;String
gp_SiteAttributeCategory;sact_Name;Mnemonic
gp_SiteAttributeCategory;sact_Version;Positive integer
gp_SiteAttributeCategory;sact_LastUpdateTime;DateTime
gp_SiteAttributeCategory;sact_LastUpdateUser;INT64
gp_SiteAttributeCategory;sact_CreationTime;DateTime
gp_SiteAttributeCategory;sact_CreationUser;INT64
gp_SiteAttributeCategory;sact_Id;INT64
gp_SiteAttribute;satt_Category;INT64
sc_PrivilegeDescription;mm12_Version;Positive integer
sc_PrivilegeDescription;mm12_Translation;String
sc_PrivilegeDescription;mm12_Language;INT64
sc_PrivilegeDescription;mm12_Description;INT64
sc_PrivilegeDescription;mm12_Id;INT64
sc_PrivilegeLabel;mm11_Version;Positive integer
sc_PrivilegeLabel;mm11_Translation;String
sc_PrivilegeLabel;mm11_Language;INT64
sc_PrivilegeLabel;mm11_Label;INT64
sc_PrivilegeLabel;mm11_Id;INT64
sc_Role;role_Comment;String
sc_Role;role_HomePage;INT64
sc_Role;role_SideBar;INT64
sc_Role;role_Ribbon;INT64
sc_Role;role_UserType;Enumerated
sc_Role;role_Icon;String
sc_Role;role_Mnemonic;Mnemonic
sc_Role;role_Version;Positive integer
sc_Role;role_LastUpdateTime;DateTime
sc_Role;role_LastUpdateUser;INT64
sc_Role;role_CreationTime;DateTime
sc_Role;role_CreationUser;INT64
sc_Role;role_Id;INT64
sc_RoleDescription;mm10_Version;Positive integer
sc_RoleDescription;mm10_Translation;String
sc_RoleDescription;mm10_Language;INT64
sc_RoleDescription;mm10_Description;INT64
sc_RoleDescription;mm10_Id;INT64
sc_RoleName;mm09_Version;Positive integer
sc_RoleName;mm09_Translation;String
sc_RoleName;mm09_Language;INT64
sc_RoleName;mm09_Name;INT64
sc_RoleName;mm09_Id;INT64
sc_UserRoleAssignment;rola_User;INT64
sc_UserRoleAssignment;rola_Role;INT64
sc_UserRoleAssignment;rola_Version;Positive integer
sc_UserRoleAssignment;rola_LastUpdateTime;DateTime
sc_UserRoleAssignment;rola_LastUpdateUser;INT64
sc_UserRoleAssignment;rola_CreationTime;DateTime
sc_UserRoleAssignment;rola_CreationUser;INT64
sc_UserRoleAssignment;rola_Id;INT64
sc_Privilege;priv_Description;String
sc_Privilege;priv_Label;String
sc_Role;role_Description;String
sc_Role;role_Name;String
sc_RolePrivilege;ropv_Version;Positive integer
sc_RolePrivilege;ropv_LastUpdateTime;DateTime
sc_RolePrivilege;ropv_LastUpdateUser;INT64
sc_RolePrivilege;ropv_CreationTime;DateTime
sc_RolePrivilege;ropv_CreationUser;INT64
sc_RolePrivilege;ropv_Privilege;INT64
sc_RolePrivilege;ropv_Role;INT64
sc_RolePrivilege;ropv_Id;INT64
um_ToolLayout;tllt_Data;CLOB
um_ToolLayout;tllt_Function;INT64
Station;stn_MoveIfKnownOutboundId;Logical
DefaultReport;dfrp_Recapitulative;Logical
Station;stn_SyncReagentLotOnUpload;Logical
Station;stn_MoveWorkOfScannedSpmn;Logical
QCPopulation;qcp_Percentile25;Fractional
QCPopulation;qcp_Percentile75;Fractional
QCPopulation;qcp_Median;Fractional
QCPopulation;qcp_LastCalculationTime;DateTime
QCPopulation;qcp_LastQCResultTime;DateTime
Archive;larc_Type;Enumerated
ArchivePart;arcp_Parent;INT64
ArchivePart;arcp_Description;String
ArchivePartDescription;ml17_Id;INT64
ArchivePartDescription;ml17_Description;INT64
ArchivePartDescription;ml17_Language;INT64
ArchivePartDescription;ml17_Translation;String
ArchivePartDescription;ml17_Version;Positive integer
Archive;larc_LevelNames;String
Archive;larc_LevelCapacities;String
Archive;larc_LabelText;INT64
Archive;larc_AutoConfirmStore;Logical
Department;dept_HomePage;INT64
gp_Site;gsit_Ribbon;INT64
gp_Site;gsit_SideBar;INT64
Department;dept_STCMReportTmplWIN;String
Department;dept_STCMReportTmlUX;String
SpecificSite;ssit_STCMReportTmplWin;String
SpecificSite;ssit_STCMReportTmplUX;String
Study;stdy_VisitsRequestCode;INT64
um_SidebarGroup;sbgr_Sidebar;INT64
Complaint;cplt_CrspExternalization;String
QCPopulation;qcp_StandardDeviationTukey;Fractional
QCPopulation;qcp_VCTukey;Fractional
QCPopulation;qcp_Bias;Fractional
QCPopulation;qcp_BiasTukey;Fractional
QCPopulation;qcp_ProcessCapabilityTukey;Fractional
QCPopulation;qcp_SigmaScore;Fractional
QCPopulation;qcp_SigmaScoreTukey;Fractional
Organization;org_MinPurchaseOrderPrice;Positive fractional
Organization;org_MaxPurchaseOrderPrice;Positive fractional
Organization;org_PurchOrdPriceVal;INT64
ProductSpecification;pspc_RequiresProductLot;Logical
PaymentAgreement;paya_LastVerificationDate;Date
PaymentAgreement;paya_ReferenceNumber;String
Correspondent;crsp_LastInsuranceUpdate;Date
rt_Reference;rtrf_Integrity;Enumerated
rt_Reference;rtrf_Shareable;Logical
rt_Reference;rtrf_Target;INT64
rt_Reference;rtrf_Source;INT64
rt_Reference;rtrf_Field;INT64
rt_Reference;rtrf_Version;Positive integer
rt_Reference;rtrf_Id;INT64
gp_Attachment;att_Category;INT64
gp_AttachmentCategory;atc_Name;Mnemonic
gp_AttachmentCategory;atc_Version;Positive integer
gp_AttachmentCategory;atc_LastUpdateTime;DateTime
gp_AttachmentCategory;atc_LastUpdateUser;INT64
gp_AttachmentCategory;atc_CreationTime;DateTime
gp_AttachmentCategory;atc_CreationUser;INT64
gp_AttachmentCategory;atc_Id;INT64
gp_AttachmentCategoryLabel;mm13_Version;Positive integer
gp_AttachmentCategoryLabel;mm13_Translation;String
gp_AttachmentCategoryLabel;mm13_Language;INT64
gp_AttachmentCategoryLabel;mm13_Label;INT64
gp_AttachmentCategoryLabel;mm13_Id;INT64
um_ToolFunctionPath;tlfp_SequenceNo;Positive integer
um_ToolFunctionPath;tlfp_Reference;INT64
um_ToolFunctionPath;tlfp_Tool;INT64
um_ToolFunctionPath;tlfp_Version;Positive integer
um_ToolFunctionPath;tlfp_Id;INT64
gp_AttachmentCategory;atc_Label;String
SpecificSite;ssit_PINProviderGroup;INT64
rt_Reference;rtrf_Name;Mnemonic
MaterialVariableChoice;mtvc_SeqNo;Positive integer
SpecificSite;ssit_CheckBloodBagAntigens;INT64
SpecificSite;ssit_CheckPersonAntigens;INT64
SpecimenSortingTarget;sst_WastedVolume;Enumerated
AssessmentMethodValueList;amvl_Id;INT64
AssessmentMethodValueList;amvl_CreationUser;INT64
AssessmentMethodValueList;amvl_CreationTime;DateTime
AssessmentMethodValueList;amvl_LastUpdateUser;INT64
AssessmentMethodValueList;amvl_LastUpdateTime;DateTime
AssessmentMethodValueList;amvl_Version;Positive integer
AssessmentMethodValueList;amvl_List;CLOB
AssessmentMethodValueList;amvl_AssessmentMethod;INT64
SpecificSite;ssit_StrictCheckout;Logical
Department;dept_TwainScanner;INT64
SpecificSite;ssit_TwainScanner;INT64
Station;stn_WorklistExclusive;Logical
Station;stn_AllowMoveWorkSchedSpmn;Logical
MicroScreenSyncDevice;mcrs_Id;INT64
MicroScreenSyncDevice;mcrs_CreationUser;INT64
MicroScreenSyncDevice;mcrs_CreationTime;DateTime
MicroScreenSyncDevice;mcrs_LastUpdateUser;INT64
MicroScreenSyncDevice;mcrs_LastUpdateTime;DateTime
MicroScreenSyncDevice;mcrs_Version;Positive integer
MicroScreenSyncDevice;mcrs_Number;Positive integer
MicroScreenSyncDevice;mcrs_Name;String
MicroScreenSyncDevice;mcrs_Host;String
MicroScreenSyncDevice;mcrs_Port;String
MicroScreenSyncDevice;mcrs_Station;INT64
MicroScreenSyncDevice;mcrs_CodingSystem;INT64
MicroScreenSyncDevice;mcrs_Enabled;Logical
AssessmentMethodCode;amc_Id;INT64
AssessmentMethodCode;amc_CreationUser;INT64
